-1.363636	-11.545455	31.224489
12.909090	23.272727	42.040817
9.909091	23.636363	42.040817
7.727273	22.636362	42.040817
5.181818	24.181818	42.448978
4.181818	23.909090	41.938774
2.636363	24.454545	41.122447
1.909091	24.727272	41.530612
1.636363	25.090908	41.326530
2.000000	25.090908	41.020408
1.363636	25.272727	41.122447
0.909091	25.272727	40.510204
-1.363636	25.818180	40.510204
-3.272727	27.272727	38.877548
-8.181818	28.636363	36.938774
-11.000000	30.727273	33.877552
-13.636364	33.818183	31.020408
-14.363636	38.090908	25.408163
-14.272727	43.000000	21.326530
-7.454546	51.272727	13.367348
0.636364	57.272727	5.000000
13.272727	59.181816	-3.673469
24.636363	57.181816	-12.959184
29.818183	52.636360	-22.959182
33.727272	46.909091	-30.204082
32.545452	44.363636	-35.714286
34.181819	41.181816	-36.734695
39.909091	40.909091	-31.734693
42.909091	40.272727	-25.816328
45.363636	42.272727	-17.551019
43.090908	46.454544	-4.795918
40.909091	49.363636	1.938776
36.363636	48.090908	12.448981
30.727273	46.181819	21.734693
18.636363	43.000000	30.204082
14.090909	43.545455	31.224489
8.363637	40.272727	33.979591
-3.272727	35.181816	33.775512
-10.454545	33.909091	32.244895
-14.181818	31.545454	30.510204
-17.272727	30.454545	28.265306
-26.454544	32.090908	16.020408
-31.181818	32.545452	2.346939
-30.363637	33.454547	-14.795919
-25.090908	35.090908	-28.265306
-21.909090	33.454547	-36.224491
-14.727272	32.181816	-43.877552
-12.818182	31.000000	-45.714286
-17.272727	28.818181	-43.979591
-6.363636	29.363636	-51.020408
4.000000	30.727273	-53.367347
5.000000	29.727273	-53.979595
-10.545454	26.090908	-50.306121
-23.181818	25.272727	-39.489795
-34.636363	24.545455	-8.061224
-25.818180	33.181819	16.122447
5.000000	43.545455	29.693878
7.818182	51.181816	21.938776
5.181818	50.636363	21.836734
6.545454	53.181819	18.163265
6.090909	55.636363	11.122449
6.272727	56.545455	8.775510
0.363636	52.545452	17.040815
-12.000000	42.636363	24.183673
-15.909091	34.090908	28.979591
-16.363636	28.000000	31.836732
-18.272727	19.545455	33.877552
-17.181818	13.000000	34.183673
-15.000001	11.636364	37.040817
-6.363636	12.272728	40.918369
-1.909091	5.272727	41.122447
-1.909091	-5.454545	37.244899
-10.181818	-17.090909	26.326530
-11.727273	-23.454545	14.489796
-15.090910	-27.636363	0.816326
-15.909091	-28.909090	-6.224490
-15.000001	-29.363636	-10.612245
-14.000000	-28.818181	-3.673469
-13.181818	-21.000000	19.591836
-10.090909	-4.181818	35.918365
-5.454545	13.363637	40.918369
-4.090909	38.090908	32.551021
-3.181818	49.909091	18.979591
-3.545454	54.636363	6.428572
-4.363636	56.090908	-8.877552
-6.818182	53.818183	-19.285715
-6.727273	49.636363	-27.551019
-7.000000	44.181816	-38.061225
-7.000000	35.272727	-46.632652
-7.272727	21.181818	-53.367347
-8.363637	14.090909	-55.306125
-6.363636	2.636363	-55.510204
-8.272728	-9.727272	-50.714282
-11.545455	-17.818181	-44.591838
-12.454546	-23.181818	-36.734695
-12.818182	-25.272727	-33.571426
-13.454546	-23.000000	-37.755100
-13.636364	-8.454546	-48.163265
-20.272727	10.909091	-47.653060
-27.181819	26.272726	-33.979591
-28.909090	33.909091	-13.979592
