26.044,-174.00
26.044,-141.00
26.044,-194.00
26.044,-181.00
26.044,-184.00
26.090,-193.00
26.090,-184.00
26.090,-200.00
26.090,-161.00
26.090,-194.00
26.136,-174.00
26.136,-154.00
26.136,-170.00
26.136,-151.00
26.136,-175.00
26.136,-177.00
26.183,-182.00
26.183,-169.00
26.183,-163.00
26.183,-168.00
26.183,-210.00
26.229,-185.00
26.229,-153.00
26.229,-174.00
26.229,-158.00
26.229,-198.00
26.274,-175.00
26.274,-171.00
26.274,-185.00
26.320,-178.00
26.320,-164.00
26.320,-160.00
26.320,-158.00
26.320,-178.00
26.366,-145.00
26.366,-161.00
26.366,-207.00
26.366,-165.00
26.366,-181.00
26.366,-198.00
26.412,-203.00
26.412,-196.00
26.412,-155.00
26.412,-166.00
26.412,-168.00
26.459,-160.00
26.459,-155.00
26.459,-200.00
26.459,-181.00
26.459,-190.00
26.504,-182.00
26.504,-177.00
26.504,-154.00
26.504,-194.00
26.504,-167.00
26.550,-181.00
26.550,-154.00
26.550,-154.00
26.550,-159.00
26.550,-162.00
26.596,-170.00
26.596,-176.00
26.596,-142.00
26.596,-150.00
26.596,-162.00
26.642,-128.00
26.642,-178.00
26.642,-154.00
26.642,-170.00
26.689,-143.00
26.689,-167.00
26.689,-186.00
26.689,-119.00
26.689,-162.00
26.734,-146.00
26.734,-203.00
26.734,-138.00
26.734,-189.00
26.734,-157.00
26.781,-187.00
26.781,-162.00
26.781,-139.00
26.781,-168.00
26.781,-158.00
26.826,-162.00
26.826,-164.00
26.826,-160.00
26.826,-154.00
26.826,-128.00
26.872,-167.00
26.872,-177.00
26.872,-144.00
26.872,-185.00
26.872,-169.00
26.920,-133.00
26.920,-184.00
26.920,-157.00
26.920,-182.00
26.920,-155.00
26.966,-174.00
26.966,-148.00
26.966,-158.00
26.966,-142.00
26.966,-155.00
26.966,-147.00
27.014,-160.00
27.014,-169.00
27.014,-160.00
27.014,-199.00
27.014,-167.00
27.060,-176.00
27.060,-171.00
27.060,-168.00
27.060,-167.00
27.060,-167.00
27.107,-170.00
27.107,-167.00
27.107,-159.00
27.154,-107.00
27.154,-188.00
27.154,-167.00
27.154,-143.00
27.154,-165.00
27.199,-189.00
27.199,-166.00
27.199,-170.00
27.199,-163.00
27.199,-154.00
27.199,-147.00
27.246,-153.00
27.246,-150.00
27.246,-138.00
27.246,-146.00
27.246,-68.00
27.292,-119.00
27.292,-105.00
27.292,-129.00
27.292,-107.00
27.292,-171.00
27.339,-167.00
27.339,-173.00
27.339,-135.00
27.339,-151.00
27.339,-132.00
27.385,-150.00
27.385,-133.00
27.385,-146.00
27.385,-108.00
27.385,-130.00
27.432,-138.00
27.432,-71.00
27.432,-78.00
27.432,-107.00
27.432,-142.00
27.432,-213.00
27.478,-176.00
27.478,-136.00
27.478,-204.00
27.478,-198.00
27.478,-181.00
27.524,-248.00
27.524,-235.00
27.524,-58.00
27.571,-161.00
27.571,-230.00
27.571,-187.00
27.571,-199.00
27.571,-139.00
27.618,-85.00
27.618,-152.00
27.618,-97.00
27.618,-118.00
27.618,-120.00
27.618,-141.00
27.664,-124.00
27.664,-196.00
27.664,-194.00
27.664,-153.00
27.664,-172.00
27.711,-133.00
27.711,-138.00
27.711,-124.00
27.711,-142.00
27.711,-139.00
27.758,-133.00
27.758,-135.00
27.758,-115.00
27.758,-134.00
27.758,-139.00
27.804,-170.00
27.804,-158.00
27.804,-162.00
27.804,-184.00
27.804,-170.00
27.851,-141.00
27.851,-143.00
27.851,-181.00
27.851,-188.00
27.851,-136.00
27.897,-138.00
27.897,-41.00
27.897,-88.00
27.897,-223.00
27.897,-254.00
27.897,-1.00
27.944,-210.00
27.944,-131.00
27.944,-243.00
27.944,-130.00
27.944,-182.00
27.990,-188.00
27.990,-125.00
27.990,-181.00
27.990,-179.00
27.990,-235.00
28.036,-30.00
28.036,-197.00
28.036,-242.00
28.036,-197.00
28.083,-142.00
28.083,-90.00
28.083,-181.00
28.083,-121.00
28.083,-83.00
28.128,-67.00
28.128,-44.00
28.128,-46.00
28.128,-59.00
28.128,-50.00
28.128,-108.00
28.175,-103.00
28.175,-121.00
28.175,-116.00
28.175,-101.00
28.175,-69.00
28.221,-242.00
28.221,-242.00
28.221,-122.00
28.221,-5.00
28.221,-214.00
28.221,-195.00
28.266,-106.00
28.266,-200.00
28.266,-195.00
28.266,-38.00
28.266,-85.00
28.312,-106.00
28.312,-155.00
28.312,-135.00
28.312,-187.00
28.312,-197.00
28.359,-144.00
28.359,-185.00
28.359,-166.00
28.359,-203.00
28.359,-185.00
28.406,-205.00
28.406,-192.00
28.406,-129.00
28.406,-163.00
28.406,-141.00
28.452,-149.00
28.452,-190.00
28.452,-184.00
28.452,-148.00
28.499,-133.00
28.499,-192.00
28.499,-171.00
28.499,-197.00
28.499,-175.00
28.546,-155.00
28.546,-155.00
28.546,-173.00
28.546,-158.00
28.546,-191.00
28.593,-129.00
28.593,-169.00
28.593,-175.00
28.593,-158.00
28.593,-199.00
28.640,-205.00
28.640,-187.00
28.640,-197.00
28.640,-149.00
28.640,-190.00
28.685,-198.00
28.685,-217.00
28.685,-165.00
28.685,-251.00
28.685,-205.00
28.731,-226.00
28.731,0.00
28.731,-161.00
28.731,-131.00
28.731,-12.00
28.731,-210.00
28.779,-205.00
28.779,-220.00
28.779,-181.00
28.779,-20.00
28.779,-181.00
28.824,-201.00
28.824,-226.00
28.824,-216.00
28.824,-144.00
28.824,-155.00
28.870,-228.00
28.870,-228.00
28.870,-254.00
28.870,-228.00
28.915,-221.00
28.915,-21.00
28.915,-189.00
28.915,-125.00
28.915,-244.00
28.961,-213.00
28.961,-219.00
28.961,-220.00
28.961,-197.00
28.961,-213.00
29.007,-232.00
29.007,-207.00
29.007,-188.00
29.007,-21.00
29.007,-203.00
29.053,-186.00
29.053,-213.00
29.053,-197.00
29.053,-213.00
29.053,-217.00
29.053,-231.00
29.100,-209.00
